"custom_step","true-sea-198 - _step","true-sea-198 - _step__MIN","true-sea-198 - _step__MAX","true-sea-198 - train_metrics/Neutrality","true-sea-198 - train_metrics/Neutrality__MIN","true-sea-198 - train_metrics/Neutrality__MAX"
"82000000","81","81","81","0.8322223655039738","0.8322223655039738","0.8322223655039738"
"83000000","82","82","82","0.8327913367001208","0.8327913367001208","0.8327913367001208"
"84000000","83","83","83","0.8459393018750854","0.8459393018750854","0.8459393018750854"
"85000000","84","84","84","0.8311354000878509","0.8311354000878509","0.8311354000878509"
"86000000","85","85","85","0.8194014073546655","0.8194014073546655","0.8194014073546655"
"87000000","86","86","86","0.8459328118213607","0.8459328118213607","0.8459328118213607"
"88000000","87","87","87","0.8310648808867079","0.8310648808867079","0.8310648808867079"
"89000000","88","88","88","0.8349255786834175","0.8349255786834175","0.8349255786834175"
"90000000","89","89","89","0.8451856149207532","0.8451856149207532","0.8451856149207532"
"91000000","90","90","90","0.8334484934429296","0.8334484934429296","0.8334484934429296"
"92000000","91","91","91","0.8398494720452818","0.8398494720452818","0.8398494720452818"
"93000000","92","92","92","0.8491508229390758","0.8491508229390758","0.8491508229390758"
"94000000","93","93","93","0.8492742282258494","0.8492742282258494","0.8492742282258494"
"95000000","94","94","94","0.8335492051610409","0.8335492051610409","0.8335492051610409"
"96000000","95","95","95","0.8310031837973424","0.8310031837973424","0.8310031837973424"
"97000000","96","96","96","0.8390770645717097","0.8390770645717097","0.8390770645717097"
"98000000","97","97","97","0.8429236451894041","0.8429236451894041","0.8429236451894041"
"99000000","98","98","98","0.8514887118526759","0.8514887118526759","0.8514887118526759"
"100000000","99","99","99","0.8493490177958104","0.8493490177958104","0.8493490177958104"
